"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
43;"management";"single";"secondary";"yes";-1164;"yes";"yes";"cellular";18;"jul";76;4;-1;0;"unknown";"no"
44;"blue-collar";"married";"secondary";"no";2523;"yes";"no";"unknown";29;"may";1236;2;-1;0;"unknown";"no"
40;"blue-collar";"married";"primary";"no";98;"yes";"no";"unknown";2;"jun";193;5;-1;0;"unknown";"no"
38;"blue-collar";"married";"primary";"no";3419;"yes";"no";"unknown";20;"jun";324;5;-1;0;"unknown";"no"
25;"unemployed";"single";"tertiary";"no";343;"no";"no";"cellular";1;"jun";377;1;-1;0;"unknown";"yes"
49;"management";"married";"tertiary";"no";852;"yes";"no";"cellular";20;"nov";408;1;-1;0;"unknown";"no"
33;"blue-collar";"married";"primary";"no";50;"yes";"no";"cellular";7;"may";246;2;-1;0;"unknown";"no"
40;"management";"single";"tertiary";"no";0;"no";"no";"cellular";26;"aug";58;7;-1;0;"unknown";"no"
44;"blue-collar";"married";"primary";"no";10;"yes";"no";"cellular";17;"jul";196;1;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"no";950;"yes";"yes";"cellular";20;"apr";219;4;-1;0;"unknown";"no"
52;"management";"married";"tertiary";"no";0;"yes";"no";"cellular";9;"jul";197;1;-1;0;"unknown";"no"
35;"management";"married";"tertiary";"no";175;"yes";"no";"cellular";7;"aug";257;2;-1;0;"unknown";"no"
35;"technician";"married";"secondary";"no";-259;"yes";"no";"cellular";29;"jan";381;1;247;2;"failure";"no"
32;"management";"married";"secondary";"no";6217;"yes";"yes";"unknown";21;"may";486;2;-1;0;"unknown";"no"
42;"technician";"married";"secondary";"no";-1310;"yes";"yes";"unknown";28;"may";162;1;-1;0;"unknown";"no"
59;"blue-collar";"married";"unknown";"no";139;"no";"no";"unknown";5;"jun";153;1;-1;0;"unknown";"no"
44;"technician";"single";"secondary";"no";7138;"no";"no";"cellular";8;"aug";809;2;-1;0;"unknown";"yes"
50;"admin.";"divorced";"secondary";"no";1111;"yes";"no";"cellular";17;"apr";50;1;-1;0;"unknown";"no"
27;"blue-collar";"single";"secondary";"no";113;"no";"no";"cellular";22;"jul";39;17;-1;0;"unknown";"no"
55;"management";"divorced";"tertiary";"no";-612;"no";"no";"cellular";26;"aug";131;2;-1;0;"unknown";"no"
54;"blue-collar";"married";"unknown";"no";310;"yes";"no";"telephone";28;"jan";526;4;258;3;"other";"no"
31;"unemployed";"single";"secondary";"no";-186;"yes";"no";"unknown";26;"may";172;3;-1;0;"unknown";"no"
56;"admin.";"married";"unknown";"no";2038;"no";"no";"cellular";8;"feb";405;1;305;1;"success";"no"
51;"self-employed";"married";"tertiary";"no";833;"no";"no";"cellular";31;"jul";77;3;-1;0;"unknown";"no"
61;"blue-collar";"married";"primary";"no";625;"yes";"no";"unknown";19;"may";158;2;-1;0;"unknown";"no"
34;"technician";"single";"secondary";"no";105;"yes";"no";"cellular";7;"may";146;2;171;3;"failure";"no"
56;"blue-collar";"married";"primary";"no";551;"no";"no";"unknown";29;"may";27;1;-1;0;"unknown";"no"
29;"student";"single";"unknown";"no";145;"no";"no";"cellular";14;"aug";105;1;-1;0;"unknown";"no"
34;"management";"single";"tertiary";"no";618;"yes";"no";"unknown";3;"jun";119;4;-1;0;"unknown";"no"
35;"services";"single";"secondary";"no";1063;"yes";"yes";"cellular";16;"apr";327;1;-1;0;"unknown";"no"
56;"admin.";"divorced";"secondary";"no";985;"no";"yes";"cellular";18;"aug";150;2;-1;0;"unknown";"no"
45;"blue-collar";"married";"secondary";"no";2926;"yes";"yes";"cellular";19;"nov";482;3;120;2;"failure";"no"
31;"admin.";"single";"secondary";"no";-449;"yes";"no";"unknown";28;"may";81;2;-1;0;"unknown";"no"
37;"entrepreneur";"divorced";"tertiary";"no";66;"no";"no";"cellular";18;"nov";1164;2;-1;0;"unknown";"yes"
43;"admin.";"married";"secondary";"no";0;"yes";"no";"cellular";17;"jul";674;3;-1;0;"unknown";"no"
40;"management";"married";"unknown";"no";419;"yes";"no";"cellular";10;"jul";347;1;-1;0;"unknown";"no"
44;"management";"married";"primary";"no";4758;"yes";"no";"cellular";22;"jul";712;6;-1;0;"unknown";"yes"
38;"admin.";"single";"secondary";"no";-23;"no";"no";"cellular";20;"nov";48;2;-1;0;"unknown";"no"
58;"management";"divorced";"tertiary";"no";1573;"yes";"yes";"cellular";17;"nov";279;1;-1;0;"unknown";"no"
24;"blue-collar";"single";"secondary";"no";77;"yes";"no";"unknown";16;"may";236;2;-1;0;"unknown";"no"
53;"services";"married";"secondary";"no";1378;"yes";"no";"cellular";18;"jul";91;2;-1;0;"unknown";"no"
36;"blue-collar";"married";"secondary";"no";-73;"yes";"yes";"cellular";18;"may";15;8;-1;0;"unknown";"no"
28;"blue-collar";"married";"primary";"no";60;"yes";"no";"cellular";6;"may";161;1;337;1;"failure";"no"
45;"blue-collar";"married";"primary";"no";137;"yes";"yes";"unknown";16;"may";187;19;-1;0;"unknown";"no"
32;"admin.";"single";"tertiary";"no";1583;"yes";"no";"cellular";19;"nov";100;1;182;1;"failure";"no"
46;"admin.";"married";"secondary";"no";-121;"yes";"yes";"cellular";8;"jul";214;4;-1;0;"unknown";"no"
28;"blue-collar";"single";"secondary";"no";1065;"yes";"yes";"cellular";17;"apr";406;1;317;1;"failure";"no"
51;"unemployed";"married";"secondary";"no";-13;"yes";"no";"cellular";13;"may";361;1;364;1;"failure";"no"
51;"blue-collar";"married";"primary";"no";1869;"no";"no";"unknown";17;"jun";30;3;-1;0;"unknown";"no"
30;"technician";"single";"secondary";"no";4787;"yes";"no";"unknown";4;"jun";99;2;-1;0;"unknown";"no"
39;"technician";"married";"secondary";"yes";-183;"yes";"no";"unknown";14;"may";202;2;-1;0;"unknown";"no"
28;"blue-collar";"married";"primary";"no";702;"yes";"no";"unknown";26;"jun";318;2;-1;0;"unknown";"no"
31;"management";"single";"tertiary";"no";1494;"no";"no";"cellular";13;"aug";275;12;-1;0;"unknown";"no"
31;"blue-collar";"married";"primary";"no";0;"yes";"yes";"unknown";12;"may";59;4;-1;0;"unknown";"no"
38;"management";"married";"tertiary";"no";46;"no";"no";"cellular";29;"aug";70;4;-1;0;"unknown";"no"
31;"blue-collar";"single";"secondary";"no";609;"yes";"no";"cellular";14;"apr";1126;1;335;1;"failure";"no"
74;"retired";"divorced";"secondary";"no";4079;"no";"no";"cellular";19;"oct";343;3;-1;0;"unknown";"yes"
40;"management";"single";"tertiary";"no";0;"yes";"no";"cellular";23;"feb";228;2;182;6;"failure";"yes"
43;"technician";"married";"secondary";"no";7876;"yes";"no";"cellular";11;"aug";209;2;-1;0;"unknown";"no"
34;"technician";"single";"tertiary";"no";925;"yes";"no";"cellular";13;"apr";709;1;-1;0;"unknown";"yes"
54;"management";"divorced";"tertiary";"no";7010;"no";"no";"cellular";11;"mar";275;2;-1;0;"unknown";"no"
51;"blue-collar";"married";"primary";"no";42;"yes";"no";"cellular";12;"may";51;2;342;3;"failure";"no"
33;"blue-collar";"married";"secondary";"no";285;"no";"yes";"unknown";3;"jul";267;1;-1;0;"unknown";"no"
41;"technician";"married";"tertiary";"no";0;"no";"no";"unknown";20;"jun";95;1;-1;0;"unknown";"no"
33;"management";"single";"tertiary";"no";3170;"no";"no";"cellular";28;"oct";246;2;-1;0;"unknown";"no"
48;"admin.";"married";"secondary";"no";8;"no";"yes";"cellular";7;"jul";46;1;-1;0;"unknown";"no"
42;"self-employed";"divorced";"tertiary";"no";216;"yes";"no";"cellular";8;"may";144;3;-1;0;"unknown";"no"
35;"management";"single";"tertiary";"no";2975;"no";"no";"cellular";8;"aug";249;2;-1;0;"unknown";"no"
25;"admin.";"married";"secondary";"no";894;"yes";"no";"unknown";28;"may";328;1;-1;0;"unknown";"no"
38;"blue-collar";"single";"primary";"no";490;"yes";"yes";"unknown";25;"aug";17;1;-1;0;"unknown";"no"
45;"entrepreneur";"married";"secondary";"no";245;"yes";"no";"unknown";14;"may";126;3;-1;0;"unknown";"no"
59;"management";"divorced";"tertiary";"no";0;"yes";"no";"cellular";31;"jul";52;8;-1;0;"unknown";"no"
47;"management";"married";"unknown";"no";150;"no";"no";"unknown";9;"jun";52;1;-1;0;"unknown";"no"
33;"management";"married";"tertiary";"no";4;"yes";"no";"cellular";16;"jul";285;5;-1;0;"unknown";"no"
59;"management";"married";"primary";"no";1727;"no";"no";"telephone";25;"may";500;4;358;2;"failure";"yes"
41;"blue-collar";"divorced";"primary";"no";664;"no";"yes";"cellular";15;"jul";955;5;-1;0;"unknown";"yes"
42;"technician";"married";"secondary";"no";473;"yes";"no";"cellular";7;"jul";216;5;-1;0;"unknown";"no"
51;"technician";"divorced";"tertiary";"no";0;"no";"no";"cellular";28;"aug";84;7;-1;0;"unknown";"no"
45;"management";"married";"tertiary";"no";-192;"yes";"no";"cellular";6;"may";138;3;-1;0;"unknown";"no"
30;"management";"married";"tertiary";"no";1942;"yes";"yes";"cellular";21;"nov";436;2;178;3;"other";"yes"
33;"blue-collar";"single";"secondary";"no";5137;"yes";"no";"cellular";6;"may";123;1;-1;0;"unknown";"no"
43;"management";"married";"tertiary";"no";13044;"no";"no";"cellular";18;"aug";36;4;-1;0;"unknown";"no"
37;"blue-collar";"married";"secondary";"no";1053;"no";"no";"unknown";16;"jun";405;3;-1;0;"unknown";"no"
73;"retired";"married";"primary";"no";154;"no";"no";"cellular";15;"oct";103;1;-1;0;"unknown";"no"
43;"blue-collar";"married";"secondary";"no";625;"yes";"no";"unknown";30;"sep";175;1;-1;0;"unknown";"no"
52;"unemployed";"married";"primary";"no";255;"no";"yes";"cellular";10;"jul";374;3;-1;0;"unknown";"no"
44;"management";"married";"tertiary";"no";529;"yes";"no";"unknown";4;"jun";129;4;-1;0;"unknown";"no"
56;"management";"married";"tertiary";"no";318;"no";"yes";"telephone";9;"jul";246;3;-1;0;"unknown";"no"
21;"services";"single";"secondary";"no";1903;"yes";"no";"unknown";29;"may";107;2;-1;0;"unknown";"no"
43;"unknown";"married";"tertiary";"no";1937;"no";"no";"unknown";19;"jun";385;1;-1;0;"unknown";"no"
54;"management";"married";"primary";"no";3859;"no";"yes";"cellular";20;"nov";104;3;-1;0;"unknown";"no"
59;"technician";"married";"primary";"no";4198;"no";"no";"cellular";14;"jan";309;1;91;10;"success";"yes"
52;"blue-collar";"married";"primary";"no";230;"yes";"no";"cellular";6;"may";198;2;170;2;"failure";"no"
31;"admin.";"single";"secondary";"no";747;"yes";"no";"unknown";26;"may";543;2;-1;0;"unknown";"yes"
53;"admin.";"married";"secondary";"no";263;"no";"yes";"cellular";18;"jul";143;7;-1;0;"unknown";"no"
24;"technician";"single";"secondary";"no";-46;"yes";"no";"unknown";19;"may";23;1;-1;0;"unknown";"no"
57;"retired";"married";"secondary";"no";0;"no";"yes";"unknown";30;"jun";104;2;-1;0;"unknown";"no"
48;"technician";"married";"secondary";"no";568;"yes";"no";"cellular";2;"sep";378;2;386;1;"success";"yes"
57;"technician";"married";"secondary";"no";1469;"yes";"no";"cellular";17;"nov";364;1;-1;0;"unknown";"no"
51;"technician";"married";"secondary";"no";18;"no";"yes";"cellular";25;"jul";363;6;-1;0;"unknown";"no"
50;"management";"divorced";"tertiary";"no";201;"yes";"no";"cellular";24;"jul";248;1;-1;0;"unknown";"no"
34;"blue-collar";"married";"secondary";"no";1412;"yes";"yes";"unknown";27;"may";157;2;-1;0;"unknown";"no"
43;"blue-collar";"married";"primary";"no";-93;"yes";"no";"unknown";26;"may";402;2;-1;0;"unknown";"no"
31;"services";"married";"secondary";"no";-331;"yes";"no";"unknown";23;"may";203;5;-1;0;"unknown";"no"
29;"blue-collar";"married";"unknown";"no";486;"yes";"no";"cellular";6;"may";422;1;363;1;"failure";"no"
39;"blue-collar";"married";"primary";"no";694;"yes";"no";"cellular";21;"nov";44;1;-1;0;"unknown";"no"
36;"management";"single";"tertiary";"no";2806;"yes";"no";"unknown";30;"may";358;4;-1;0;"unknown";"no"
38;"unemployed";"single";"tertiary";"no";0;"no";"no";"cellular";6;"feb";39;2;-1;0;"unknown";"no"
56;"management";"divorced";"tertiary";"no";2959;"yes";"no";"telephone";18;"may";325;1;-1;0;"unknown";"no"
41;"housemaid";"divorced";"primary";"no";22;"yes";"no";"cellular";18;"nov";238;3;126;4;"other";"no"
47;"technician";"married";"secondary";"no";1167;"yes";"no";"cellular";30;"apr";968;1;87;5;"failure";"yes"
38;"management";"single";"tertiary";"no";35;"yes";"no";"cellular";17;"apr";156;1;273;3;"failure";"no"
80;"retired";"married";"secondary";"no";8304;"no";"no";"telephone";6;"apr";681;1;118;11;"success";"no"
37;"services";"married";"secondary";"no";4760;"yes";"no";"cellular";20;"nov";187;2;-1;0;"unknown";"no"
44;"management";"single";"tertiary";"no";-1313;"yes";"yes";"cellular";15;"may";104;10;-1;0;"unknown";"no"
33;"blue-collar";"single";"secondary";"no";697;"no";"no";"cellular";6;"feb";860;2;-1;0;"unknown";"yes"
53;"technician";"married";"secondary";"no";230;"no";"yes";"cellular";13;"aug";112;2;-1;0;"unknown";"no"
69;"retired";"married";"tertiary";"no";473;"no";"no";"cellular";7;"jul";112;1;78;1;"failure";"no"
46;"technician";"married";"secondary";"no";1427;"yes";"no";"unknown";14;"may";32;3;-1;0;"unknown";"no"
30;"management";"single";"tertiary";"no";201;"yes";"no";"cellular";17;"mar";325;2;-1;0;"unknown";"yes"
31;"self-employed";"single";"secondary";"no";1086;"no";"no";"cellular";20;"nov";410;1;-1;0;"unknown";"no"
38;"management";"divorced";"tertiary";"no";4335;"yes";"no";"cellular";20;"nov";640;1;-1;0;"unknown";"no"
34;"services";"divorced";"secondary";"no";44;"no";"no";"unknown";9;"jun";118;1;-1;0;"unknown";"no"
48;"unknown";"married";"unknown";"no";286;"no";"no";"cellular";30;"jul";166;2;-1;0;"unknown";"no"
46;"blue-collar";"divorced";"primary";"no";216;"no";"no";"cellular";2;"feb";173;1;-1;0;"unknown";"no"
42;"admin.";"married";"secondary";"no";214;"yes";"no";"unknown";28;"may";21;24;-1;0;"unknown";"no"
41;"blue-collar";"married";"secondary";"no";343;"yes";"no";"unknown";14;"may";89;7;-1;0;"unknown";"no"
33;"blue-collar";"married";"secondary";"no";-77;"yes";"no";"cellular";28;"jul";151;3;-1;0;"unknown";"no"
39;"blue-collar";"married";"primary";"no";1046;"no";"no";"unknown";19;"jun";112;4;-1;0;"unknown";"no"
27;"student";"single";"secondary";"no";1566;"no";"no";"cellular";30;"jan";164;5;-1;0;"unknown";"no"
26;"management";"single";"tertiary";"no";592;"no";"no";"telephone";29;"jan";145;2;164;1;"other";"no"
38;"management";"single";"tertiary";"no";104;"yes";"no";"cellular";6;"may";606;3;-1;0;"unknown";"yes"
48;"blue-collar";"married";"secondary";"no";0;"yes";"no";"unknown";26;"may";105;1;-1;0;"unknown";"no"
54;"services";"married";"secondary";"no";-22;"no";"yes";"cellular";9;"jul";85;1;-1;0;"unknown";"no"
51;"services";"married";"secondary";"no";0;"no";"no";"cellular";18;"jul";439;3;-1;0;"unknown";"no"
47;"technician";"married";"secondary";"no";72;"no";"no";"unknown";29;"may";278;1;-1;0;"unknown";"no"
53;"technician";"married";"secondary";"no";100;"no";"no";"cellular";13;"aug";205;4;-1;0;"unknown";"no"
35;"blue-collar";"married";"primary";"no";319;"yes";"no";"cellular";16;"jul";221;1;-1;0;"unknown";"no"
58;"management";"married";"tertiary";"no";9339;"yes";"no";"telephone";18;"nov";52;3;172;3;"other";"no"
52;"management";"divorced";"tertiary";"no";50;"yes";"no";"unknown";12;"jun";84;3;-1;0;"unknown";"no"
57;"retired";"married";"secondary";"yes";32;"yes";"no";"cellular";15;"may";476;3;-1;0;"unknown";"no"
52;"management";"married";"tertiary";"no";6922;"no";"no";"cellular";20;"nov";371;1;-1;0;"unknown";"no"
35;"management";"single";"tertiary";"no";633;"yes";"no";"cellular";17;"apr";128;3;-1;0;"unknown";"no"
48;"technician";"married";"secondary";"no";4265;"yes";"no";"unknown";13;"may";220;2;-1;0;"unknown";"no"
46;"entrepreneur";"married";"tertiary";"no";2262;"no";"no";"telephone";14;"jul";44;14;-1;0;"unknown";"no"
39;"services";"married";"secondary";"no";1970;"yes";"no";"unknown";8;"jun";30;1;404;2;"success";"no"
38;"self-employed";"divorced";"tertiary";"no";1513;"no";"no";"cellular";7;"may";330;1;342;1;"failure";"no"
34;"entrepreneur";"married";"secondary";"no";4659;"yes";"no";"unknown";30;"aug";28;1;-1;0;"unknown";"no"
47;"entrepreneur";"married";"primary";"no";668;"no";"no";"cellular";12;"may";908;1;-1;0;"unknown";"no"
35;"management";"divorced";"tertiary";"no";649;"no";"no";"cellular";16;"apr";177;1;-1;0;"unknown";"no"
46;"blue-collar";"divorced";"primary";"no";452;"yes";"no";"unknown";9;"may";113;4;-1;0;"unknown";"no"
27;"admin.";"single";"secondary";"no";-145;"yes";"no";"telephone";15;"may";289;8;-1;0;"unknown";"no"
31;"blue-collar";"married";"secondary";"no";-498;"yes";"no";"cellular";21;"jul";357;1;-1;0;"unknown";"no"
31;"management";"single";"tertiary";"no";0;"no";"no";"cellular";28;"aug";38;16;-1;0;"unknown";"no"
46;"admin.";"married";"secondary";"no";22;"yes";"no";"cellular";7;"aug";414;4;-1;0;"unknown";"no"
31;"admin.";"married";"secondary";"no";2304;"yes";"no";"cellular";20;"nov";257;2;-1;0;"unknown";"no"
33;"management";"married";"tertiary";"no";1412;"yes";"no";"unknown";19;"aug";480;1;-1;0;"unknown";"yes"
42;"housemaid";"married";"primary";"no";145;"no";"no";"cellular";20;"aug";252;2;-1;0;"unknown";"no"
33;"management";"single";"primary";"no";4897;"yes";"no";"unknown";20;"may";151;1;-1;0;"unknown";"no"
40;"housemaid";"married";"primary";"no";1832;"no";"no";"cellular";6;"feb";213;4;-1;0;"unknown";"no"
51;"blue-collar";"married";"primary";"no";3726;"no";"yes";"cellular";27;"aug";119;12;-1;0;"unknown";"no"
31;"unemployed";"married";"tertiary";"no";591;"no";"no";"cellular";21;"nov";161;2;-1;0;"unknown";"no"
62;"retired";"divorced";"tertiary";"no";0;"no";"no";"cellular";13;"nov";227;2;-1;0;"unknown";"yes"
24;"student";"single";"secondary";"no";508;"yes";"no";"telephone";18;"may";12;3;374;1;"other";"no"
48;"unemployed";"married";"secondary";"no";817;"no";"no";"cellular";14;"jan";517;1;282;4;"success";"yes"
41;"technician";"divorced";"secondary";"no";348;"yes";"no";"cellular";7;"may";225;2;275;2;"failure";"no"
43;"management";"married";"tertiary";"no";291;"yes";"no";"unknown";9;"may";150;2;-1;0;"unknown";"no"
52;"technician";"married";"secondary";"no";3554;"no";"yes";"cellular";8;"jul";89;1;-1;0;"unknown";"no"
54;"blue-collar";"married";"primary";"no";781;"yes";"no";"unknown";9;"may";103;2;-1;0;"unknown";"no"
32;"technician";"divorced";"tertiary";"no";267;"no";"no";"cellular";26;"may";128;1;-1;0;"unknown";"no"
38;"blue-collar";"married";"primary";"no";1327;"yes";"no";"cellular";20;"nov";277;1;-1;0;"unknown";"no"
41;"admin.";"married";"primary";"no";-306;"yes";"no";"unknown";15;"may";500;1;-1;0;"unknown";"yes"
31;"blue-collar";"single";"primary";"no";864;"yes";"no";"telephone";14;"may";113;2;-1;0;"unknown";"no"
35;"housemaid";"married";"tertiary";"no";1265;"yes";"no";"cellular";15;"may";326;5;179;4;"failure";"yes"
26;"admin.";"married";"secondary";"no";0;"no";"no";"unknown";27;"may";755;1;-1;0;"unknown";"no"
52;"technician";"married";"tertiary";"no";214;"no";"no";"cellular";29;"aug";161;3;-1;0;"unknown";"no"
58;"retired";"married";"secondary";"no";425;"yes";"yes";"cellular";17;"nov";100;1;-1;0;"unknown";"no"
57;"housemaid";"married";"tertiary";"no";3;"no";"no";"cellular";4;"aug";142;2;-1;0;"unknown";"no"
34;"management";"married";"tertiary";"no";0;"yes";"no";"unknown";8;"may";214;2;-1;0;"unknown";"no"
59;"blue-collar";"married";"primary";"no";0;"no";"no";"cellular";18;"nov";167;2;-1;0;"unknown";"no"
27;"technician";"single";"secondary";"no";282;"no";"yes";"cellular";9;"jul";676;5;-1;0;"unknown";"no"
42;"entrepreneur";"married";"tertiary";"no";0;"no";"no";"cellular";9;"jul";236;1;-1;0;"unknown";"no"
47;"housemaid";"single";"tertiary";"no";3727;"no";"no";"unknown";12;"jun";993;6;-1;0;"unknown";"yes"
33;"blue-collar";"married";"secondary";"no";0;"yes";"yes";"cellular";28;"jul";83;12;-1;0;"unknown";"no"
31;"services";"single";"secondary";"no";864;"yes";"no";"cellular";6;"may";100;1;-1;0;"unknown";"no"
37;"management";"married";"tertiary";"no";4089;"yes";"no";"cellular";2;"feb";289;2;174;4;"other";"yes"
29;"blue-collar";"married";"secondary";"no";-478;"no";"yes";"cellular";8;"jul";528;2;-1;0;"unknown";"no"
38;"unemployed";"married";"primary";"no";-363;"no";"no";"unknown";12;"jun";340;2;-1;0;"unknown";"no"
35;"self-employed";"married";"secondary";"no";8883;"no";"no";"cellular";21;"nov";33;3;-1;0;"unknown";"no"
31;"technician";"single";"secondary";"no";1970;"no";"no";"telephone";17;"apr";284;3;-1;0;"unknown";"no"
62;"management";"married";"tertiary";"no";1859;"no";"no";"telephone";6;"aug";245;3;-1;0;"unknown";"yes"
32;"technician";"single";"tertiary";"no";1059;"yes";"no";"cellular";17;"apr";115;1;-1;0;"unknown";"no"
31;"services";"married";"secondary";"no";388;"yes";"no";"unknown";5;"may";730;2;-1;0;"unknown";"no"
51;"blue-collar";"divorced";"primary";"no";602;"yes";"no";"cellular";11;"may";347;1;284;2;"failure";"no"
29;"services";"single";"secondary";"no";0;"no";"no";"cellular";17;"jul";58;1;-1;0;"unknown";"no"
43;"blue-collar";"married";"primary";"no";255;"yes";"no";"cellular";17;"jul";180;1;-1;0;"unknown";"no"
36;"blue-collar";"married";"secondary";"no";63;"yes";"no";"unknown";2;"jun";56;8;-1;0;"unknown";"no"
34;"self-employed";"married";"primary";"no";712;"yes";"no";"unknown";2;"jun";326;3;-1;0;"unknown";"no"
29;"services";"married";"secondary";"no";57;"yes";"no";"telephone";21;"jul";342;9;-1;0;"unknown";"no"
57;"retired";"married";"secondary";"no";523;"no";"yes";"cellular";2;"feb";49;6;-1;0;"unknown";"no"
43;"management";"married";"tertiary";"no";422;"no";"no";"cellular";12;"aug";110;1;-1;0;"unknown";"no"
33;"services";"married";"secondary";"no";386;"no";"no";"cellular";12;"nov";253;1;92;4;"failure";"yes"
60;"management";"married";"tertiary";"no";3387;"no";"no";"cellular";14;"aug";636;2;-1;0;"unknown";"no"
51;"technician";"married";"primary";"no";260;"no";"no";"cellular";19;"aug";137;2;-1;0;"unknown";"no"
40;"admin.";"single";"secondary";"no";-1;"no";"no";"cellular";7;"jul";173;1;-1;0;"unknown";"no"
51;"technician";"married";"secondary";"no";1490;"yes";"no";"cellular";18;"jul";227;2;-1;0;"unknown";"no"
38;"services";"married";"secondary";"no";497;"yes";"yes";"unknown";19;"may";88;5;-1;0;"unknown";"no"
35;"technician";"married";"secondary";"no";1707;"yes";"no";"unknown";2;"jun";426;3;-1;0;"unknown";"no"
47;"technician";"married";"secondary";"no";826;"yes";"no";"telephone";18;"nov";195;3;112;8;"other";"no"
45;"blue-collar";"married";"primary";"no";907;"no";"no";"cellular";18;"aug";230;8;-1;0;"unknown";"no"
40;"services";"married";"secondary";"no";1836;"yes";"no";"cellular";12;"may";750;2;-1;0;"unknown";"yes"
29;"entrepreneur";"single";"secondary";"no";404;"no";"no";"cellular";30;"jan";413;3;-1;0;"unknown";"no"
52;"management";"divorced";"tertiary";"no";907;"yes";"no";"unknown";4;"jun";104;2;-1;0;"unknown";"no"
26;"technician";"married";"secondary";"no";18;"yes";"yes";"cellular";5;"may";138;1;-1;0;"unknown";"no"
31;"blue-collar";"single";"primary";"no";-495;"yes";"no";"unknown";29;"may";334;2;-1;0;"unknown";"no"
55;"services";"married";"unknown";"no";1210;"yes";"no";"unknown";30;"may";868;1;-1;0;"unknown";"no"
35;"services";"married";"secondary";"no";819;"yes";"no";"telephone";14;"jul";102;14;-1;0;"unknown";"no"
56;"management";"divorced";"tertiary";"no";442;"no";"no";"unknown";28;"may";77;3;-1;0;"unknown";"no"
28;"blue-collar";"single";"secondary";"no";-46;"yes";"no";"cellular";1;"sep";199;1;92;14;"success";"yes"
27;"student";"single";"secondary";"no";671;"yes";"no";"unknown";7;"may";332;2;-1;0;"unknown";"no"
30;"technician";"married";"secondary";"no";371;"no";"no";"cellular";7;"aug";124;2;-1;0;"unknown";"no"
51;"technician";"married";"tertiary";"no";-3;"no";"no";"cellular";25;"aug";91;9;-1;0;"unknown";"no"
33;"management";"married";"secondary";"no";11;"yes";"no";"cellular";4;"may";104;3;-1;0;"unknown";"no"
32;"blue-collar";"single";"secondary";"no";33;"yes";"no";"cellular";18;"may";125;1;368;4;"failure";"no"
43;"entrepreneur";"married";"secondary";"no";104;"yes";"no";"cellular";18;"jul";635;3;-1;0;"unknown";"yes"
46;"blue-collar";"married";"primary";"no";174;"no";"yes";"cellular";15;"jul";90;1;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";3107;"yes";"yes";"cellular";25;"jul";310;1;-1;0;"unknown";"no"
40;"services";"married";"secondary";"no";1438;"yes";"no";"cellular";6;"may";207;1;351;2;"failure";"no"
39;"blue-collar";"married";"secondary";"no";1367;"no";"no";"unknown";12;"jun";43;1;-1;0;"unknown";"no"
51;"blue-collar";"married";"primary";"no";-11;"no";"no";"telephone";16;"jul";126;4;-1;0;"unknown";"no"
46;"admin.";"single";"secondary";"no";1693;"yes";"no";"cellular";25;"jan";137;1;97;1;"success";"no"
43;"blue-collar";"married";"primary";"no";778;"yes";"yes";"unknown";15;"may";284;5;-1;0;"unknown";"no"
36;"technician";"married";"tertiary";"no";837;"no";"no";"cellular";28;"aug";68;6;-1;0;"unknown";"no"
48;"management";"married";"tertiary";"no";363;"no";"no";"cellular";18;"nov";67;1;-1;0;"unknown";"no"
26;"admin.";"single";"secondary";"no";236;"yes";"yes";"cellular";18;"may";8;2;-1;0;"unknown";"no"
39;"admin.";"single";"unknown";"no";0;"yes";"no";"cellular";11;"may";62;1;-1;0;"unknown";"no"
47;"management";"married";"tertiary";"no";-50;"no";"yes";"cellular";7;"jul";175;1;-1;0;"unknown";"no"
23;"entrepreneur";"single";"primary";"no";4;"yes";"no";"unknown";13;"may";395;2;-1;0;"unknown";"yes"
54;"management";"divorced";"tertiary";"no";26306;"yes";"no";"cellular";11;"feb";27;1;84;3;"failure";"no"
38;"admin.";"married";"secondary";"no";46;"yes";"yes";"unknown";6;"may";195;1;-1;0;"unknown";"no"
33;"technician";"married";"secondary";"no";575;"no";"yes";"cellular";4;"feb";254;2;-1;0;"unknown";"no"
35;"admin.";"divorced";"secondary";"no";148;"no";"yes";"cellular";8;"jul";199;1;-1;0;"unknown";"no"
52;"services";"married";"secondary";"no";431;"no";"no";"cellular";26;"aug";73;17;-1;0;"unknown";"no"
25;"technician";"single";"tertiary";"no";777;"yes";"no";"unknown";14;"may";351;1;-1;0;"unknown";"no"
29;"management";"married";"tertiary";"no";199;"yes";"yes";"unknown";7;"may";1689;4;-1;0;"unknown";"yes"
35;"technician";"single";"tertiary";"no";3552;"no";"no";"cellular";21;"nov";267;1;-1;0;"unknown";"no"
49;"services";"married";"secondary";"no";47;"no";"no";"unknown";5;"may";234;2;-1;0;"unknown";"no"
41;"admin.";"divorced";"secondary";"no";3823;"no";"no";"cellular";26;"apr";234;10;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";138;"no";"no";"cellular";20;"aug";94;4;-1;0;"unknown";"no"
